age,salary,gender,city
48,31980.0,Female,New York
57,78290.0,Female,New York
54,56431.0,Male,Chicago
53,114976.0,Male,Chicago
41,137288.0,Male,Chicago
48,112711.0,Male,Phoenix
23,144187.0,Female,Phoenix
19,56385.0,Female,Phoenix
37,68158.0,Female,Los Angeles
45,,Male,Phoenix
28,48639.0,Male,Chicago
21,115530.0,Male,Chicago
32,129911.0,Female,Los Angeles
23,51563.0,Male,Los Angeles
47,69341.0,Female,Phoenix
55,145672.0,Male,Houston
19,35776.0,Female,Los Angeles
32,66444.0,Female,New York
28,98916.0,Male,Chicago
25,38711.0,Male,New York
43,104318.0,Female,Chicago
62,112970.0,Female,Chicago
61,142301.0,Male,Los Angeles
22,115553.0,Male,Los Angeles
23,60707.0,Female,New York
43,69110.0,Male,Chicago
21,91788.0,Female,New York
36,112879.0,Female,Houston
37,68827.0,Male,New York
50,137188.0,Male,Phoenix
37,35655.0,Male,New York
29,,Male,Phoenix
64,83625.0,Male,Phoenix
18,82098.0,Female,Phoenix
43,45251.0,Female,Houston
31,30526.0,Male,New York
55,98760.0,Male,New York
54,77837.0,Male,Houston
28,41536.0,Female,Chicago
53,58541.0,Male,Los Angeles
30,109083.0,Male,New York
60,81027.0,Female,Los Angeles
20,64531.0,Female,Houston
50,38712.0,Male,Chicago
23,134101.0,Male,Chicago
27,,Male,Chicago
22,104744.0,Female,Houston
40,35109.0,Male,Phoenix
27,79268.0,Male,Phoenix
61,130737.0,Male,Los Angeles
19,84615.0,Female,Phoenix
41,71914.0,Male,Houston
33,87775.0,Female,Phoenix
27,89129.0,Female,Los Angeles
40,139777.0,Male,Chicago
40,51792.0,Female,Chicago
47,42219.0,Female,New York
64,117955.0,Male,Phoenix
56,87132.0,Male,Phoenix
46,50662.0,Female,Chicago
51,108344.0,Female,Houston
56,101719.0,Male,New York
47,31759.0,Female,Chicago
32,73925.0,Female,Los Angeles
55,98760.0,Male,New York
41,120600.0,Male,Houston
56,47368.0,Male,New York
22,116988.0,Female,Los Angeles
47,69986.0,Female,New York
54,41555.0,Male,New York
54,143387.0,Female,Chicago
